Round,Rank,Value,Name,Inj,Team,Pos,g,m/g,p/g,3/g,r/g,a/g,s/g,b/g,fg%,fga/g,ft%,fta/g,to/g,pV,3V,rV,aV,sV,bV,fg%V,ft%V,toV
13,149,-0.310894591,Kevin Love,,CLE,PF/C,25,24.88866667,12.2,2.28,7.44,2.52,0.64,0.08,0.408730159,10.08,0.823529412,2.04,1.52,-0.672097937,0.5146034,0.634367628,-0.483461576,-1.02269018,-1.155344664,-1.075684231,0.121374843,0.340881396
13,150,-0.311638938,Daniel Theis,,CHI,PF/C,65,24.62487179,9.646153846,0.753846154,5.476923077,1.661538462,0.630769231,0.876923077,0.540772532,7.169230769,0.672727273,1.692307692,1.015384615,-1.094600296,-0.936101518,-0.155722159,-0.861674887,-1.049189715,0.385078574,0.654676171,-0.658728146,0.911511533
13,151,-0.31327248,Wendell Carter Jr.,,ORL,C,54,25.46944444,11.22222222,0.277777778,8.185185185,1.925925926,0.648148148,0.777777778,0.503282276,8.462962963,0.731843575,3.314814815,1.444444444,-0.833859215,-1.388634358,0.934286188,-0.745193421,-0.999298616,0.193434328,0.295047871,-0.701556368,0.426321275
13,152,-0.314110617,Gary Trent,,TOR,SG/SF,58,31.06695402,15.31034483,2.844827586,2.620689655,1.379310345,0.965517241,0.172413793,0.407643312,13.53448276,0.783018868,1.827586207,0.74137931,-0.157529734,1.051507435,-1.30528529,-0.986016427,-0.088200858,-0.976712173,-1.474175201,-0.111946041,1.221362738
13,153,-0.315238168,Taj Gibson,,NYK,PF/C,45,20.79333333,5.355555556,0.066666667,5.555555556,0.8,0.688888889,1.088888889,0.626582278,3.511111111,0.727272727,1.222222222,0.488888889,-1.804426882,-1.589308706,-0.124074536,-1.241243801,-0.882340795,0.794800757,0.782115581,-0.279549574,1.506884441
13,154,-0.319520576,Carmelo Anthony,,POR,SF/PF,69,24.47536232,13.42028986,1.927536232,3.101449275,1.507246377,0.666666667,0.550724638,0.420849421,11.26086957,0.891025641,2.260869565,0.884057971,-0.470216026,0.17956449,-1.111791463,-0.929651514,-0.94613597,-0.24545111,-1.000677617,0.588655448,1.060018581
13,155,-0.320085962,Bojan Bogdanovic,,UTA,SF/PF,72,30.77199074,17.01388889,2.5,3.916666667,1.888888889,0.625,0.055555556,0.438918919,12.84722222,0.879245283,3.680555556,1.777777778,0.124300628,0.723727194,-0.783686677,-0.761510868,-1.065751923,-1.202594884,-0.79835977,0.833722003,0.049380635
13,156,-0.323306195,Saddiq Bey,,DET,SF,70,27.27119048,12.24285714,2.5,4.557142857,1.357142857,0.742857143,0.2,0.403179191,9.885714286,0.843537415,2.1,0.857142857,-0.665007751,0.723727194,-0.525910891,-0.995782781,-0.727409656,-0.923389041,-1.136421978,0.249984368,1.090454782
14,157,-0.325111797,Grayson Allen,,MEM,SG/SF,50,25.18933333,10.64,2.14,3.2,2.16,0.92,0.16,0.417874396,8.28,0.868131868,1.82,0.96,-0.930180703,0.381524622,-1.07212724,-0.642067158,-0.218870975,-1.000707582,-0.766465422,0.348746618,0.97414167
14,158,-0.328141346,Kenyon Martin Jr.,,HOU,SF,45,23.72555556,9.311111111,0.777777778,5.377777778,1.066666667,0.666666667,0.911111111,0.509433962,7.066666667,0.714285714,1.866666667,0.844444444,-1.150028985,-0.913353009,-0.195625683,-1.123758184,-0.94613597,0.451162797,0.315058393,-0.4954059,1.104814425
14,159,-0.329047461,Cameron Oliver,,HOU,SF,4,21.84583333,10.75,1,5.25,1.25,0.5,1,0.575757576,8.25,0.25,1,0.75,-0.911982559,-0.702116854,-0.24705307,-1.042986823,-1.424599783,0.622981777,1.180743837,-1.648027948,1.211614273
14,160,-0.331179693,Tyler Herro,,MIA,PG/SG/SF,54,30.28055556,15.09259259,1.981481481,4.944444444,3.407407407,0.648148148,0.314814815,0.439198856,12.94444444,0.803418803,2.166666667,1.87037037,-0.193554156,0.230842832,-0.370031605,-0.092495553,-0.999298616,-0.701456192,-0.799166479,-0.000132373,-0.055325098
14,161,-0.334035735,Bruce Brown,,BKN,SG,65,22.32564103,8.815384615,0.261538462,5.369230769,1.6,0.892307692,0.430769231,0.555555556,6.507692308,0.735042735,1.8,0.830769231,-1.232040822,-1.404070847,-0.199065642,-0.888786952,-0.298369578,-0.477320536,0.739996893,-0.366942793,1.120278657
14,162,-0.339663442,Justin Patton,,FA,C,13,18.98205128,5.384615385,0.692307692,3.769230769,1.076923077,0.923076923,1.076923077,0.414285714,5.384615385,0.75,0.307692308,0.307692308,-1.799619292,-0.994597684,-0.84302597,-1.119239507,-0.210037797,0.771671279,-0.519240457,-0.05466706,1.711785506
14,163,-0.340012093,Maxi Kleber,,DAL,PF/C,50,26.816,7.06,1.74,5.2,1.36,0.48,0.7,0.421818182,5.5,0.918918919,0.74,0.6,-1.522447564,0.001299543,-0.267176831,-0.994524006,-1.482015441,0.04309272,-0.469018191,0.249443373,1.381237561
14,164,-0.341119069,Rudy Gay,,SAS,SF/PF,63,21.5494709,11.36507937,1.682539683,4.793650794,1.396825397,0.746031746,0.634920635,0.420382166,9.968253968,0.803921569,1.619047619,1.031746032,-0.810225262,-0.053320091,-0.430722311,-0.978299802,-0.718296059,-0.082703319,-0.890122026,0.00060756,0.893009685
14,165,-0.347069475,Paul Millsap,,DEN,PF/C,56,20.75505952,8.964285714,0.875,4.678571429,1.75,0.892857143,0.625,0.476309227,7.160714286,0.724489796,1.75,0.892857143,-1.207406971,-0.820937191,-0.477038902,-0.822701293,-0.296792224,-0.101879544,-0.035128224,-0.411809211,1.050068285
14,166,-0.352477012,Coby White,,CHI,PG/SG,69,31.2442029,15.08695652,2.362318841,4.101449275,4.753623188,0.536231884,0.231884058,0.415742794,13.07246377,0.901408451,2.057971014,2.275362319,-0.194486575,0.592852619,-0.709316259,0.500608162,-1.320585911,-0.86175832,-1.265014674,0.598706715,-0.513298869
14,167,-0.352740596,Will Barton,,DEN,SG/SF,56,30.99613095,12.69642857,1.75,4.035714286,3.232142857,0.892857143,0.410714286,0.425986842,10.85714286,0.785123967,2.160714286,1.714285714,-0.58996995,0.01080517,-0.735772962,-0.169712042,-0.296792224,-0.516086013,-0.880714195,-0.117602002,0.121178852
14,168,-0.353971358,Kentavious Caldwell-Pope,,LAL,PG/SG,67,28.38955224,9.746268657,1.791044776,2.671641791,1.895522388,0.910447761,0.388059701,0.432539683,7.52238806,0.866071429,1.671641791,1.014925373,-1.078037535,0.049820803,-1.284778319,-0.75858834,-0.246293378,-0.559876498,-0.529552232,0.309532422,0.912030855
15,169,-0.355107945,John Wall,,HOU,PG,40,32.2025,20.575,1.975,3.225,6.875,1.05,0.775,0.404137931,18.125,0.748815166,5.275,3.525,0.713442555,0.224681777,-1.06206536,1.435225395,0.154330799,0.188064985,-2.076822859,-0.846412251,-1.926416549
15,170,-0.355632475,Moses Brown,Note - released by dal,OKC,C,43,21.40155039,8.604651163,0,8.930232558,0.23255814,0.720930233,1.11627907,0.542750929,6.255813953,0.619047619,2.930232558,1,-1.266904073,-1.652679552,1.234149282,-1.491242263,-0.790357054,0.847744978,0.592672931,-1.602985312,0.928908794
15,171,-0.356410876,Chuma Okeke,,ORL,PF,45,25.16814815,7.755555556,1.088888889,4.022222222,2.244444444,1.066666667,0.511111111,0.416666667,7.2,0.75,0.888888889,0.844444444,-1.407376473,-0.617622392,-0.741203183,-0.604863379,0.20217718,-0.322022612,-0.676469539,-0.145131914,1.104814425
15,172,-0.358301,Davis Bertans,,WAS,PF/C,57,25.67953216,11.49122807,2.964912281,2.964912281,0.859649123,0.578947368,0.228070175,0.40376569,8.385964912,0.869565217,2.01754386,0.578947368,-0.789355514,1.165655466,-1.166744218,-1.214964123,-1.19795903,-0.869130416,-0.953182782,0.395927279,1.405044338
15,173,-0.367194453,R.J. Barrett,,NYK,SG/SF,72,34.87268519,17.55555556,1.722222222,5.75,3.013888889,0.736111111,0.277777778,0.440982059,14.70833333,0.746376812,3.833333333,1.958333333,0.213912699,-0.015599349,-0.045815468,-0.265868424,-0.746776048,-0.773047434,-0.872050972,-0.644709535,-0.154795544
15,174,-0.369230281,Naz Reid,,MIN,C,70,19.23904762,11.2,0.871428571,4.614285714,1.028571429,0.485714286,1.071428571,0.5232358,8.3,0.692771084,2.371428571,1,-0.837535607,-0.824332058,-0.502912308,-1.140541844,-1.465610967,0.7610506,0.537028812,-0.779127949,0.928908794
15,175,-0.369723493,Raul Neto,,WAS,PG,64,21.9234375,8.703125,1,2.4375,2.28125,1.140625,0.09375,0.467561521,6.984375,0.882352941,1.328125,0.828125,-1.250612791,-0.702116854,-1.379014584,-0.588647916,0.414495497,-1.128766416,-0.124898653,0.308781471,1.123268811
15,176,-0.376122688,David Nwaba,,HOU,SG/SF,30,22.61944444,9.2,0.566666667,3.933333333,1.033333333,1,0.7,0.488479263,7.233333333,0.691176471,2.266666667,0.566666667,-1.168410949,-1.114027357,-0.776978757,-1.138443886,0.010791655,0.04309272,0.095687936,-0.755747177,1.418931625
15,177,-0.379342035,Eric Gordon,Questionable,HOU,SG/SF,27,29.2117284,17.81481481,2.555555556,2.148148148,2.62962963,0.518518519,0.481481481,0.433242507,13.59259259,0.824561404,4.222222222,1.888888889,0.256803947,0.776536233,-1.49547153,-0.435161933,-1.371437137,-0.379295605,-0.961190168,0.271404121,-0.076266244
15,178,-0.382655299,Kyle Kuzma,,LAL,SF/PF,68,28.73946078,12.85294118,2.014705882,6.176470588,1.867647059,0.5,0.602941176,0.442536328,11.13235294,0.690721649,1.426470588,1.661764706,-0.564076869,0.262424708,0.125828369,-0.770869403,-1.424599783,-0.144518445,-0.628607644,-0.480049385,0.18057076
15,179,-0.382900731,Patrick Beverley,,LAC,PG/SG,37,22.4990991,7.513513514,1.513513514,3.216216216,2.054054054,0.756756757,0.756756757,0.422727273,5.945945946,0.8,1.216216216,0.918918919,-1.447419345,-0.213990063,-1.065600615,-0.688743875,-0.687506882,0.152801461,-0.500844234,-0.015400081,1.020597057
15,180,-0.390466758,Juan Toscano-Anderson,,GSW,SF/PF,53,20.89528302,5.679245283,0.698113208,4.396226415,2.830188679,0.773584906,0.490566038,0.578947368,3.943396226,0.709677419,0.58490566,1.169811321,-1.750876408,-0.989079178,-0.590675769,-0.34680142,-0.639196921,-0.361735489,0.595173552,-0.167891617,0.73688243
16,181,-0.393263012,Daniel Gafford,,WAS,C,54,14.65493827,7.037037037,0,4.277777778,0.537037037,0.5,1.388888889,0.6875,4.148148148,0.666666667,2,0.759259259,-1.526246503,-1.652679552,-0.638348408,-1.357097672,-1.424599783,1.374689814,1.297051154,-0.813279858,1.2011437
16,182,-0.393876896,Jeff Green,,BKN,SF/PF/C,68,26.98676471,11.02941176,1.514705882,3.852941176,1.588235294,0.529411765,0.397058824,0.49245283,7.794117647,0.776397516,2.367647059,0.794117647,-0.865757328,-0.212856641,-0.809334607,-0.893970141,-1.340164992,-0.542481524,0.147552648,-0.189604552,1.161725071
16,183,-0.395276094,Jalen Brunson,,DAL,PG/SG,68,24.95980392,12.60294118,1.191176471,3.411764706,3.514705882,0.514705882,0.014705882,0.523125997,9.220588235,0.794701987,2.220588235,1.176470588,-0.605436287,-0.520391632,-0.986897197,-0.04522295,-1.382382388,-1.281555812,0.592528486,-0.057479051,0.729351985
16,184,-0.39807477,Sterling Brown,,HOU,SG/SF,51,24.09150327,8.156862745,1.784313725,4.392156863,1.411764706,0.745098039,0.235294118,0.449101796,6.549019608,0.806451613,0.607843137,0.803921569,-1.340985146,0.043422517,-0.592313663,-0.971717975,-0.720976529,-0.855166799,-0.29614058,0.000566663,1.150638581
16,185,-0.40624987,Facundo Campazzo,,DEN,PG,65,21.91923077,6.092307692,1.169230769,2.030769231,3.569230769,1.215384615,0.215384615,0.380952381,4.846153846,0.879120879,1.4,1.123076923,-1.682540325,-0.541252397,-1.542713634,-0.021200862,0.629114121,-0.893651141,-0.706149537,0.31241423,0.789730712
16,186,-0.407766184,Doug McDermott,Questionable - right knee soreness,IND,SF/PF,66,24.53232323,13.62121212,1.681818182,3.333333333,1.287878788,0.303030303,0.090909091,0.532330827,10.07575758,0.816326531,1.484848485,0.803030303,-0.436975914,-0.054005923,-1.01846388,-1.026298525,-1.990057016,-1.134257789,0.783793188,0.054723761,1.151646444
16,187,-0.409556316,Rui Hachimura,,WAS,SF/PF,57,31.52982456,13.84210526,0.789473684,5.473684211,1.438596491,0.789473684,0.122807018,0.478395062,11.36842105,0.770186335,2.824561404,1.192982456,-0.400431867,-0.902235317,-0.157025722,-0.959896667,-0.593583687,-1.072600261,-0.033899308,-0.277014021,0.710680003
16,188,-0.410156423,Derrick Favors,Questionable - low back soreness,UTA,PF/C,68,15.28186275,5.426470588,0,5.529411765,0.647058824,0.470588235,1,0.637860082,3.573529412,0.7375,1.176470588,0.529411765,-1.792694865,-1.652679552,-0.134596763,-1.308625257,-1.509034573,0.622981777,0.8557701,-0.233588956,1.461060284
