Round,Rank,Value,Name,Inj,Team,Pos,g,m/g,p/g,3/g,r/g,a/g,s/g,b/g,fg%,fga/g,ft%,fta/g,to/g,pV,3V,rV,aV,sV,bV,fg%V,ft%V,toV
1,1,0.906218469,Nikola Jokic,,DEN,PF/C,72,34.55648148,26.36111111,1.277777778,10.83333333,8.319444444,1.319444444,0.680555556,0.56612529,17.95833333,0.868020305,5.472222222,3.083333333,1.670683299,-0.43807166,2.000100157,2.071605816,0.927847296,0.005507318,2.284902958,1.060361236,-1.426970202
1,2,0.750482347,Stephen Curry,,GSW,PG/SG,63,34.15529101,31.98412698,5.349206349,5.492063492,5.761904762,1.206349206,0.126984127,0.482051282,21.66666667,0.916455696,6.26984127,3.380952381,2.600941947,3.43207647,-0.149628517,0.944827845,0.603175423,-1.06452606,0.032792473,2.118205884,-1.763524344
1,3,0.677910181,Kyrie Irving,Injured,BKN,PG/SG,54,34.92993827,26.87037037,2.814814815,4.759259259,6,1.407407407,0.685185185,0.505524862,20.11111111,0.922018349,4.037037037,2.388888889,1.754933965,1.022978414,-0.444564051,1.049725717,1.180369864,0.014456224,0.736783467,1.428185236,-0.641677203
1,4,0.62245696,Kawhi Leonard,Injured - torn acl (0g) - 4/10/2022,LAC,SG/SF,52,34.08814103,24.84615385,1.942307692,6.480769231,5.173076923,1.557692308,0.403846154,0.512114537,17.46153846,0.884745763,5.673076923,2.019230769,1.420052298,0.193605689,0.248301028,0.685407339,1.611805183,-0.529361862,0.814510866,1.381451797,-0.223659699
1,5,0.616131607,Jimmy Butler,,MIA,SF/PF,52,33.55128205,21.46153846,0.480769231,6.923076923,7.096153846,2.076923077,0.346153846,0.49660787,14.17307692,0.862980769,8,2.096153846,0.860109413,-1.195678255,0.426318907,1.53265938,3.102403984,-0.640878988,0.33738203,1.43351399,-0.310646001
1,6,0.610631972,Joel Embiid,,PHI,PF/C,51,31.08300654,28.45098039,1.137254902,10.54901961,2.843137255,1,1.352941176,0.512791991,17.62745098,0.859489051,10.74509804,3.117647059,2.016426405,-0.571647464,1.885670932,-0.341096652,0.010791655,1.305204197,0.839857285,1.816254309,-1.465772914
1,7,0.608917072,James Harden,,BKN,PG/SG,44,36.56363636,24.61363636,2.75,7.931818182,10.79545455,1.204545455,0.75,0.465940054,16.68181818,0.860681115,7.340909091,4.022727273,1.381585147,0.961367868,0.832312252,3.162464214,0.597997244,0.139740896,-0.370651899,1.264695386,-2.489257458
1,8,0.595631924,Kevin Durant,Playing - left knee,BKN,SF/PF,35,33.04809524,26.94285714,2.428571429,7.057142857,5.542857143,0.714285714,1.285714286,0.537313433,17.22857143,0.882352941,6.8,3.428571429,1.766926007,0.655829858,0.480277121,0.848321803,-0.809432024,1.17525707,1.452010882,1.608869605,-1.817373006
1,9,0.548112234,Khyri Thomas,,HOU,SG,5,30.58666667,16.4,1.8,3.6,5,1.8,1.2,0.484848485,13.2,1,1.8,1.2,0.02274028,0.058333305,-0.911137158,0.609154656,2.307417956,1.009574482,0.084089901,1.050092276,0.70274441
1,10,0.530446412,Damian Lillard,Injured - abdominal surgery (0g) - 3/23/2022,POR,PG,67,35.78855721,28.74626866,4.104477612,4.223880597,7.537313433,0.925373134,0.253731343,0.451274363,19.91044776,0.927385892,7.194029851,3.029850746,2.065278207,2.248883762,-0.660040687,1.727021527,-0.203445873,-0.819528315,-0.882724699,2.665064704,-1.36649092
1,11,0.480300797,Nikola Vucevic,,CHI,C,70,33.54714286,23.41428571,2.514285714,11.68571429,3.842857143,0.928571429,0.685714286,0.476735863,19.95714286,0.83974359,2.228571429,1.8,1.18316737,0.737306661,2.343162355,0.099350999,-0.194264264,0.015478956,-0.126329466,0.240583307,0.02425126
1,12,0.464060045,Karl-Anthony Towns,,MIN,C,50,33.78033333,24.78,2.44,10.58,4.5,0.76,1.14,0.485714286,17.5,0.8585209,6.22,3.2,1.40910796,0.666693432,1.898139771,0.388869125,-0.678196235,0.89359667,0.126601474,1.030627632,-1.558899425
2,13,0.364968761,Myles Turner,Injured - left foot (0g) - 3/13/2022,IND,PF/C,47,30.97234043,12.59574468,1.468085106,6.531914894,1.021276596,0.85106383,3.382978723,0.476851852,9.191489362,0.781690141,3.021276596,1.425531915,-0.606626859,-0.257172612,0.268885889,-1.143755736,-0.416771752,5.229192726,-0.044173673,-0.192567115,0.447707978
2,14,0.36089569,Bradley Beal,Out for season - left wrist surgery (0g) - 7/10/2022,WAS,SG/SF,60,35.78583333,31.3,2.166666667,4.716666667,4.416666667,1.15,0.366666667,0.484804631,23.03333333,0.888888889,7.65,3.116666667,2.487761572,0.406872961,-0.461706513,0.35215487,0.441409087,-0.601228454,0.128076777,1.959385172,-1.464664265
2,15,0.359916792,Jayson Tatum,,BOS,SF/PF,64,35.77578125,26.4375,2.921875,7.375,4.3125,1.171875,0.484375,0.459028832,20.59375,0.867647059,5.3125,2.671875,1.683320899,1.124745832,0.60820674,0.306262051,0.504207462,-0.373702539,-0.675427601,1.023322388,-0.9616841
2,16,0.355215105,Fred VanVleet,Questionable - right knee,TOR,PG/SG,52,36.51089744,19.59615385,3.346153846,4.230769231,6.307692308,1.673076923,0.711538462,0.388505747,16.73076923,0.884816754,3.673076923,1.826923077,0.551504527,1.528049477,-0.657268183,1.185286043,1.943049361,0.065396146,-2.305705657,0.892818174,-0.006193946
2,17,0.354185693,Giannis Antetokounmpo,,MIL,PF/C,61,32.99699454,28.14754098,1.098360656,10.98360656,5.852459016,1.163934426,1.213114754,0.569090909,18.03278689,0.685025818,9.524590164,3.393442623,1.966226096,-0.608618884,2.060581403,0.984723429,0.481411799,1.034924823,2.374109863,-3.328038706,-1.777648583
2,18,0.319118081,Chris Paul,Injured - right hand (0g) - 4/10/2022,PHO,PG,70,31.42071429,16.41428571,1.457142857,4.442857143,8.885714286,1.442857143,0.257142857,0.499431172,12.55714286,0.933701657,2.585714286,2.228571429,0.025103675,-0.267573906,-0.571908057,2.321087921,1.282138358,-0.812933983,0.354461691,1.002073739,-0.460386705
2,19,0.299911019,Bam Adebayo,,MIA,PF/C,64,33.478125,18.703125,0.03125,8.953125,5.40625,1.171875,1.03125,0.570713392,12.484375,0.799435028,5.53125,2.640625,0.403763915,-1.622974468,1.243362922,0.788136649,0.504207462,0.683386887,1.68095177,-0.055290055,-0.926345915
2,20,0.296177542,Jrue Holiday,,MIL,PG/SG,59,32.32090395,17.72881356,1.881355932,4.542372881,6.050847458,1.644067797,0.627118644,0.502427184,13.96610169,0.786764706,2.305084746,2.13559322,0.2425761,0.135667219,-0.53185544,1.072127635,1.859770457,-0.097784282,0.454110983,-0.113769888,-0.355244909
2,21,0.265351082,Rudy Gobert,,UTA,C,71,30.79859155,14.29577465,0,13.56338028,1.253521127,0.549295775,2.676056338,0.675302245,8.154929577,0.622994652,5.267605634,1.676056338,-0.325377861,-1.652679552,3.098876361,-1.041435517,-1.283082317,3.862737541,2.379179256,-2.814467645,0.164409469
2,22,0.26142438,Kristaps Porzingis,Questionable - right knee knee bone bruise,DAL,PF/C,43,30.85232558,20.11627907,2.255813953,8.860465116,1.581395349,0.465116279,1.372093023,0.475841874,15.88372093,0.855072464,3.209302326,1.186046512,0.637552833,0.491613047,1.206069617,-0.896983623,-1.524743372,1.342224018,-0.117042881,0.495606462,0.718523321
2,23,0.254251899,Clint Capela,,ATL,C,63,30.13439153,15.20634921,0,14.31746032,0.777777778,0.698412698,2.047619048,0.594827586,11.04761905,0.572687225,3.603174603,1.158730159,-0.174734527,-1.652679552,3.402374878,-1.251034269,-0.855000006,2.647991182,1.887822425,-2.465886295,0.749413251
2,24,0.253523468,Paul George,Injured - torn ucl (0g) - 3/29/2022,LAC,SF/PF,54,33.72160494,23.31481481,3.166666667,6.648148148,5.185185185,1.148148148,0.444444444,0.466946485,17.64814815,0.868421053,4.222222222,3.314814815,1.166711136,1.357435659,0.315666892,0.690741889,0.436092822,-0.450886847,-0.366942622,0.821626818,-1.688734534
3,25,0.253312279,Zach LaVine,,CHI,SG/SF,58,35.06206897,27.43103448,3.448275862,5,4.862068966,0.810344828,0.465517241,0.50667854,19.36206897,0.848993289,5.137931034,3.5,1.847688929,1.625122856,-0.347671872,0.548386233,-0.533667166,-0.410153899,0.743543403,0.704708025,-1.898146001
3,26,0.250426319,Domantas Sabonis,,IND,PF/C,62,35.99166667,20.32258065,0.838709677,11.96774194,6.693548387,1.225806452,0.532258065,0.53539823,14.58064516,0.731707317,5.290322581,3.435483871,0.671682885,-0.855433418,2.456671491,1.355283065,0.65903295,-0.281146322,1.190698939,-1.117762969,-1.825189748
3,27,0.242355186,Michael Porter Jr.,Injured - back surgery (0g) - 3/20/2022,DEN,SF/PF,61,31.34918033,19.04918033,2.786885246,7.295081967,1.147540984,0.672131148,0.885245902,0.542227662,13.39344262,0.791044776,2.196721311,1.278688525,0.461014502,0.996429607,0.576041713,-1.088127301,-0.930448632,0.401166291,1.232163129,-0.080804334,0.613761702
3,28,0.234653078,Tobias Harris,,PHI,SF/PF,62,32.49112903,19.51612903,1.322580645,6.758064516,3.548387097,0.887096774,0.822580645,0.511904762,14.90322581,0.892156863,3.290322581,1.725806452,0.538265408,-0.395483725,0.359905505,-0.030383981,-0.313328992,0.280036636,0.693881571,0.87083433,0.10815095
3,29,0.227371837,Anthony Davis,Injured - ankle (0g) - 4/1/2022,LAL,PF/C,36,32.2712963,21.80555556,0.722222222,7.944444444,3.055555556,1.277777778,1.638888889,0.491027732,17.02777778,0.737089202,5.916666667,2.055555556,0.917022799,-0.966162048,0.837394009,-0.247511296,0.808231343,1.857930695,0.258863882,-1.154686289,-0.264736564
3,30,0.217511599,C.J. McCollum,,POR,PG/SG,47,34.03368794,23.12765957,3.595744681,3.936170213,4.744680851,0.936170213,0.446808511,0.458144796,18.80851064,0.812030075,2.829787234,1.361702128,1.135748609,1.765301214,-0.775836983,0.496668427,-0.172449805,-0.446317193,-0.639700747,0.074302767,0.5198881
3,31,0.205720725,Jonas Valanciunas,,MEM,C,62,28.31182796,17.06451613,0.338709677,12.51612903,1.806451613,0.548387097,0.935483871,0.592991914,11.96774194,0.773399015,3.274193548,1.612903226,0.13267628,-1.330714767,2.6773837,-0.797830346,-1.285690934,0.498274453,2.010342474,-0.288778725,0.235824393
3,32,0.197006705,Jamal Murray,Injured - torn acl (0g) - 4/1/2022,DEN,PG/SG,48,35.49375,21.20833333,2.6875,4.041666667,4.8125,1.333333333,0.270833333,0.477272727,16.5,0.869281046,3.1875,2.229166667,0.818219746,0.9019577,-0.733377276,0.526547582,0.967719281,-0.786470792,-0.087234972,0.626758886,-0.461059813
3,33,0.179631788,Richaun Holmes,Questionable - back soreness,SAC,PF/C,61,29.20546448,14.24590164,0.032786885,8.262295082,1.655737705,0.639344262,1.557377049,0.636521739,9.426229508,0.794117647,2.786885246,1.229508197,-0.333628735,-1.621513562,0.96532101,-0.864230532,-1.024572661,1.700371282,2.200811898,-0.075248504,0.669375895
3,34,0.163121132,LeBron James,Questionable - left knee soreness,LAL,PG/SG/SF,45,33.41481481,25.02222222,2.311111111,7.666666667,7.755555556,1.066666667,0.555555556,0.513381995,18.26666667,0.698039216,5.666666667,3.733333333,1.44918064,0.544176462,0.725595341,1.82317269,0.20217718,-0.236113122,0.885565767,-1.763660323,-2.162004448
3,35,0.154960348,O.G. Anunoby,Questionable - right finger fracture,TOR,SF/PF,43,33.33062016,15.86046512,2.418604651,5.511627907,2.186046512,1.534883721,0.720930233,0.480694981,12.04651163,0.784313725,2.372093023,1.744186047,-0.066519115,0.646355811,-0.141754325,-0.630591818,1.546326682,0.083550096,0.004063564,-0.13415467,0.087366901
3,36,0.154500487,Jaylen Brown,Out - ankle (0g) - 3/6/2022,BOS,SG/SF,58,34.46091954,24.65517241,2.810344828,5.982758621,3.362068966,1.24137931,0.551724138,0.484684685,19.13793103,0.764,4.310344828,2.724137931,1.388456775,1.018729411,0.047864106,-0.112470358,0.703739246,-0.243519112,0.106882771,-0.498394284,-1.020784168
4,37,0.146666847,Luka Doncic,,DAL,PG/SG,66,34.27929293,27.72727273,2.909090909,7.96969697,8.590909091,0.954545455,0.545454545,0.478904515,20.46969697,0.730360934,7.136363636,4.257575758,1.896697894,1.112593752,0.847557525,2.191205284,-0.119698475,-0.255638006,-0.063899906,-1.533987173,-2.754829272
4,38,0.135794972,Terry Rozier,,CHA,PG/SG,69,34.54057971,20.39130435,3.217391304,4.391304348,4.246376812,1.246376812,0.376811594,0.450132392,16.42028986,0.816831683,2.927536232,1.869565217,0.683052374,1.405652608,-0.592656779,0.277130088,0.718085987,-0.581618679,-0.751945468,0.118869231,-0.054414613
4,39,0.129845683,Julius Randle,,NYK,PF/C,71,37.56220657,24.11267606,2.253521127,10.18309859,6.014084507,0.901408451,0.253521127,0.455370651,18.61971831,0.811188811,6.042253521,3.38028169,1.298707441,0.489433571,1.738396796,1.055930943,-0.272243276,-0.819934656,-0.71015438,0.151240623,-1.762765912
4,40,0.129519799,Chris Boucher,,TOR,PF/C,60,24.21194444,13.63333333,1.5,6.733333333,1.066666667,0.583333333,1.85,0.514285714,9.333333333,0.787564767,3.216666667,0.766666667,-0.434970609,-0.226835505,0.349951817,-1.123758184,-1.185367877,2.266000772,0.476327192,-0.148436652,1.192767241
4,41,0.128690675,Khris Middleton,,MIL,SF/PF,68,33.3627451,20.36764706,2.220588235,5.970588235,5.441176471,1.088235294,0.132352941,0.475791434,15.79411765,0.898305085,3.470588235,2.617647059,0.679138567,0.458128793,0.042965827,0.803524241,0.264096027,-1.054148338,-0.117441967,0.982314881,-0.900361956
4,42,0.125023175,Mikal Bridges,,PHO,SG/SF,72,32.60763889,13.47222222,1.861111111,4.277777778,2.111111111,1.055555556,0.875,0.543413174,9.277777778,0.839694656,1.819444444,0.805555556,-0.461624456,0.116423248,-0.638348408,-0.663606187,0.170279593,0.381361337,0.877024324,0.194908292,1.148790833
4,43,0.119778818,DeMar DeRozan,,SAS,SG/SF/PF,61,33.71229508,21.57377049,0.31147541,4.245901639,6.918032787,0.918032787,0.245901639,0.494565217,15.08196721,0.879545455,7.213114754,1.950819672,0.878676818,-1.356602646,-0.651177764,1.454184395,-0.224518417,-0.834662847,0.311554298,1.646854453,-0.146298931
4,44,0.119504381,Deandre Ayton,,PHO,C,69,30.64710145,14.44927536,0.057971014,10.52173913,1.434782609,0.579710145,1.173913043,0.625909753,9.956521739,0.768786127,2.507246377,1.47826087,-0.29998306,-1.597574468,1.874691216,-0.961576953,-1.195769264,0.959149346,2.16560748,-0.257085785,0.38808092
4,45,0.108520197,Gordon Hayward,Injured - ankle (0g) - 3/14/2022,CHA,SG/SF,44,34.00416667,19.61363636,1.931818182,5.818181818,4.113636364,1.227272727,0.318181818,0.472644377,14.95454545,0.843243243,4.204545455,2.045454545,0.554396794,0.183634751,-0.018373977,0.218648488,0.663242309,-0.694947898,-0.180228008,0.503623434,-0.25331412
4,46,0.104803623,Donovan Mitchell,,UTA,PG/SG,53,33.42389937,26.43396226,3.358490566,4.433962264,5.226415094,1,0.283018868,0.437728938,20.60377358,0.844936709,5.962264151,2.773584906,1.682735624,1.539776303,-0.575488025,0.708906594,0.010791655,-0.762916598,-1.330869024,0.746995971,-1.076699891
4,47,0.104201743,John Collins,Doubtful - right foot strain (0g) - 3/4/2022,ATL,PF/C,63,29.33597884,17.63492063,1.317460317,7.396825397,1.238095238,0.53968254,1,0.556420233,12.23809524,0.833333333,3.238095238,1.333333333,0.227042673,-0.400350918,0.616990921,-1.048231717,-1.310679828,0.622981777,1.387133926,0.290960695,0.551968154
4,48,0.103987154,Lonzo Ball,Injured - left knee (0g) - 3/22/2022,NOR,PG/SG,55,31.76848485,14.58181818,3.127272727,4.781818182,5.745454545,1.490909091,0.563636364,0.414285714,12.72727273,0.78125,1.163636364,2.236363636,-0.278055485,1.31998925,-0.435484644,0.937580356,1.420085067,-0.220493215,-1.258685249,-0.079853389,-0.469198305
5,49,0.10349885,Pascal Siakam,,TOR,PF/C,56,35.82380952,21.35714286,1.303571429,7.232142857,4.464285714,1.142857143,0.678571429,0.454734651,17.16071429,0.827242525,5.375,2.321428571,0.842838447,-0.413553178,0.550710282,0.373134444,0.420903495,0.001672073,-0.668996439,0.390172124,-0.565391598
5,50,0.103022215,Bogdan Bogdanovic,,ATL,SG/SF/PF,44,29.66893939,16.36363636,3.318181818,3.636363636,3.340909091,1.113636364,0.295454545,0.472566372,12.84090909,0.909090909,1,1.227272727,0.016724365,1.501460311,-0.896501696,-0.121792787,0.337016982,-0.738878887,-0.152996815,0.310264651,0.671903812
5,51,0.101809717,Brandon Ingram,,NOR,SF/PF,61,34.30382514,23.7704918,2.344262295,4.901639344,4.852459016,0.68852459,0.590163934,0.465940054,18.04918033,0.878125,5.245901639,2.508196721,1.242097275,0.575688741,-0.387259597,0.544152368,-0.883386618,-0.169216388,-0.40292001,1.173724793,-0.776593115
5,52,0.091218296,Malcolm Brogdon,,IND,PG/SG,56,34.45863095,21.17857143,2.589285714,5.25,5.857142857,0.875,0.267857143,0.453524004,17.48214286,0.86440678,3.160714286,2.053571429,0.813296006,0.808598863,-0.24705307,0.986786994,-0.348056204,-0.792223659,-0.71355165,0.575660251,-0.26249287
5,53,0.091028945,Robert Covington,,POR,PF/C,70,32.03928571,8.471428571,1.928571429,6.657142857,1.671428571,1.442857143,1.2,0.400785855,7.271428571,0.806451613,0.885714286,0.914285714,-1.288944109,0.180548509,0.319287039,-0.85731759,1.282138358,1.009574482,-0.855784916,0.003922349,1.025836387
5,54,0.084538034,Kyle Lowry,Doubtful - personal reasons (0g) - 3/5/2022,TOR,PG,46,34.81449275,17.19565217,2.847826087,5.347826087,7.347826087,1.02173913,0.260869565,0.436241611,12.95652174,0.875,3.47826087,2.739130435,0.154371122,1.054357698,-0.207680496,1.643538886,0.073199979,-0.805730392,-0.85712885,0.743652379,-1.03773802
5,55,0.083702679,Shai Gilgeous-Alexander,,OKC,PG/SG/SF,35,33.70428571,23.65714286,2.028571429,4.771428571,5.914285714,0.771428571,0.657142857,0.507092199,16.11428571,0.807860262,6.542857143,3.028571429,1.22334509,0.275604779,-0.439666204,1.011962483,-0.645387288,-0.039748574,0.632633367,0.099624694,-1.365044239
5,56,0.076377283,Draymond Green,Injured - disc injury - recovery (0g) - 3/16/2022,GSW,PF/C,63,31.45740741,7.047619048,0.53968254,7.126984127,8.873015873,1.650793651,0.825396825,0.447368421,6.031746032,0.795454545,1.396825397,2.984126984,-1.52449584,-1.139677461,0.508386501,2.315493368,1.879078924,0.28548021,-0.286538814,-0.035545854,-1.314785487
5,57,0.07483153,Mike Conley,,UTA,PG,51,29.36503268,16.21568627,2.705882353,3.450980392,5.980392157,1.37254902,0.176470588,0.44375,12.54901961,0.852112676,2.784313725,1.941176471,-0.007752154,0.919431279,-0.971113856,1.041087068,1.080299001,-0.968870536,-0.688796482,0.404593639,-0.135394188
5,58,0.073598061,Trae Young,Questionable - ankle,ATL,PG,63,33.72513228,25.3015873,2.158730159,3.888888889,9.428571429,0.841269841,0.174603175,0.43794964,17.65079365,0.886446886,8.666666667,4.126984127,1.495398148,0.399328813,-0.794866544,2.560255068,-0.444888166,-0.972480178,-1.131011605,2.157800407,-2.607153393
5,59,0.06914441,Caris LeVert,Questionable - right foot sprain,IND,SG/SF,47,31.6035461,20.17021277,1.787234043,4.553191489,5.191489362,1.404255319,0.638297872,0.441031941,17.31914894,0.811111111,3.829787234,2.170212766,0.646475498,0.046198462,-0.527501218,0.693519327,1.171320903,-0.076175242,-1.02964155,0.092496961,-0.39439345
5,60,0.063804828,Al Horford,,OKC,PF/C,28,27.92083333,14.21428571,2,6.678571429,3.357142857,0.892857143,0.892857143,0.45,12.85714286,0.818181818,0.785714286,1.035714286,-0.3388592,0.248445845,0.327911508,-0.114640659,-0.296792224,0.415878543,-0.58632172,0.030099064,0.888522297
6,61,0.038994072,Kemba Walker,Out for season,BOS,PG,43,31.84418605,19.27906977,2.953488372,3.953488372,4.930232558,1.11627907,0.279069767,0.420118343,15.72093023,0.899328859,3.465116279,2.046511628,0.499046876,1.154796325,-0.768866853,0.57841714,0.344603618,-0.770550065,-1.423286652,0.991295752,-0.254509492
6,62,0.03642618,Jaren Jackson Jr.,,MEM,PF/C,11,23.49545455,14.36363636,1.545454545,5.636363636,1.090909091,1.090909091,1.636363636,0.424,11.36363636,0.833333333,3.818181818,1.363636364,-0.314150977,-0.183628109,-0.091551287,-1.113077674,0.271771917,1.853049474,-0.956576727,0.344298176,0.517700824
6,63,0.02919639,Kelly Olynyk,,HOU,PF/C,70,28.52904762,13.5,1.8,6.971428571,2.9,1.142857143,0.6,0.483500717,9.957142857,0.828571429,2.5,1.8,-0.457028965,0.058333305,0.445779246,-0.316044573,0.420903495,-0.150203632,0.049054115,0.187723262,0.02425126
6,64,0.026704466,Christian Wood,,HOU,PF/C,41,32.3402439,20.97560976,1.87804878,9.634146341,1.731707317,0.829268293,1.170731707,0.5140625,15.6097561,0.631313131,4.829268293,1.951219512,0.7797185,0.132523564,1.517457126,-0.830760519,-0.479342007,0.95299994,0.775963879,-2.46146921,-0.146751079
6,65,0.026200338,Tyrese Haliburton,,SAC,PG/SG,58,30.09770115,12.98275862,2.086206897,2.982758621,5.327586207,1.327586207,0.482758621,0.471728595,10.67241379,0.857142857,0.965517241,1.586206897,-0.542600174,0.330390905,-1.159561509,0.753479658,0.951220529,-0.376826942,-0.136619067,0.150306453,0.266013187
6,66,0.020982439,Kyle Anderson,,MEM,SF/PF,69,27.352657,12.37681159,1.362318841,5.739130435,3.623188406,1.217391304,0.826086957,0.468085106,9.536231884,0.782608696,2.666666667,1.246376812,-0.642846638,-0.357710079,-0.050190199,0.002571311,0.634874889,0.286814208,-0.171489536,-0.1634825,0.650300495
6,67,0.020560451,Dejounte Murray,,SAS,PG/SG,67,31.93159204,15.68656716,0.940298507,7.059701493,5.417910448,1.507462687,0.104477612,0.452772074,14.53731343,0.791044776,2,1.746268657,-0.095288387,-0.758866866,0.481306908,0.793273905,1.467606846,-1.108030333,-0.605795111,-0.074174743,0.08501184
6,68,0.020482076,Zion Williamson,Injured - right foot (0g) - 4/1/2022,NOR,PF,61,33.21174863,27,0.163934426,7.229508197,3.704918033,0.93442623,0.639344262,0.611378978,17,0.697542533,8.672131148,2.737704918,1.776379588,-1.496849602,0.549649897,0.038579019,-0.177456402,-0.074152608,3.312583522,-2.708268716,-1.036126014
6,69,0.020406193,Robert Williams,,BOS,C,52,18.94839744,8.019230769,0,6.884615385,1.807692308,0.826923077,1.769230769,0.720930233,4.961538462,0.616438356,1.403846154,0.980769231,-1.36375466,-1.652679552,0.410839091,-0.797283731,-0.486074612,2.109876795,1.794463953,-0.782386917,0.950655369
6,70,-0.00107043,T.J. McConnell,Injured - right wrist (0g) - 3/28/2022,IND,PG/SG,69,26.03164251,8.637681159,0.217391304,3.710144928,6.608695652,1.855072464,0.333333333,0.559183673,7.101449275,0.6875,0.695652174,1.956521739,-1.261439668,-1.446035488,-0.866806556,1.317899406,2.465519042,-0.665660572,0.843873721,-0.244236806,-0.152746954
6,71,-0.003745195,Nerlens Noel,Questionable - plantar fasciitis,NYK,PF/C,64,24.16744792,5.0625,0,6.390625,0.71875,1.09375,2.203125,0.608888889,3.515625,0.714285714,1.09375,1.015625,-1.852909311,-1.652679552,0.21202021,-1.277040199,0.27992755,2.948578516,0.690238047,-0.293081713,0.911239701
